   0.0000000e+00   0.0000000e+00
   1.5015015e-03   3.0960765e-02
   3.0030030e-03   6.0873994e-02
   4.5045045e-03   8.9772451e-02
   6.0060060e-03   1.1768788e-01
   7.5075075e-03   1.4465104e-01
   9.0090090e-03   1.7069173e-01
   1.0510511e-02   1.9583883e-01
   1.2012012e-02   2.2012033e-01
   1.3513514e-02   2.4356333e-01
   1.5015015e-02   2.6619410e-01
   1.6516517e-02   2.8803809e-01
   1.8018018e-02   3.0911996e-01
   1.9519520e-02   3.2946362e-01
   2.1021021e-02   3.4909221e-01
   2.2522523e-02   3.6802817e-01
   2.4024024e-02   3.8629323e-01
   2.5525526e-02   4.0390845e-01
   2.7027027e-02   4.2089425e-01
   2.8528529e-02   4.3727039e-01
   3.0030030e-02   4.5305603e-01
   3.1531532e-02   4.6826973e-01
   3.3033033e-02   4.8292948e-01
   3.4534535e-02   4.9705271e-01
   3.6036036e-02   5.1065631e-01
   3.7537538e-02   5.2375662e-01
   3.9039039e-02   5.3636950e-01
   4.0540541e-02   5.4851032e-01
   4.2042042e-02   5.6019395e-01
   4.3543544e-02   5.7143482e-01
   4.5045045e-02   5.8224688e-01
   4.6546547e-02   5.9264369e-01
   4.8048048e-02   6.0263835e-01
   4.9549550e-02   6.1224358e-01
   5.1051051e-02   6.2147168e-01
   5.2552553e-02   6.3033458e-01
   5.4054054e-02   6.3884385e-01
   5.5555556e-02   6.4701069e-01
   5.7057057e-02   6.5484593e-01
   5.8558559e-02   6.6236011e-01
   6.0060060e-02   6.6956340e-01
   6.1561562e-02   6.7646567e-01
   6.3063063e-02   6.8307649e-01
   6.4564565e-02   6.8940513e-01
   6.6066066e-02   6.9546055e-01
   6.7567568e-02   7.0125146e-01
   6.9069069e-02   7.0678628e-01
   7.0570571e-02   7.1207318e-01
   7.2072072e-02   7.1712007e-01
   7.3573574e-02   7.2193462e-01
   7.5075075e-02   7.2652424e-01
   7.6576577e-02   7.3089614e-01
   7.8078078e-02   7.3505729e-01
   7.9579580e-02   7.3901443e-01
   8.1081081e-02   7.4277413e-01
   8.2582583e-02   7.4634270e-01
   8.4084084e-02   7.4972630e-01
   8.5585586e-02   7.5293088e-01
   8.7087087e-02   7.5596220e-01
   8.8588589e-02   7.5882586e-01
   9.0090090e-02   7.6152725e-01
   9.1591592e-02   7.6407164e-01
   9.3093093e-02   7.6646408e-01
   9.4594595e-02   7.6870952e-01
   9.6096096e-02   7.7081272e-01
   9.7597598e-02   7.7277829e-01
   9.9099099e-02   7.7461072e-01
   1.0060060e-01   7.7631434e-01
   1.0210210e-01   7.7789335e-01
   1.0360360e-01   7.7935182e-01
   1.0510511e-01   7.8069370e-01
   1.0660661e-01   7.8192280e-01
   1.0810811e-01   7.8304283e-01
   1.0960961e-01   7.8405738e-01
   1.1111111e-01   7.8496991e-01
   1.1261261e-01   7.8578380e-01
   1.1411411e-01   7.8650230e-01
   1.1561562e-01   7.8712857e-01
   1.1711712e-01   7.8766567e-01
   1.1861862e-01   7.8811657e-01
   1.2012012e-01   7.8848414e-01
   1.2162162e-01   7.8877116e-01
   1.2312312e-01   7.8898033e-01
   1.2462462e-01   7.8911426e-01
   1.2612613e-01   7.8917547e-01
   1.2762763e-01   7.8916642e-01
   1.2912913e-01   7.8908948e-01
   1.3063063e-01   7.8894695e-01
   1.3213213e-01   7.8874107e-01
   1.3363363e-01   7.8847398e-01
   1.3513514e-01   7.8814777e-01
   1.3663664e-01   7.8776448e-01
   1.3813814e-01   7.8732606e-01
   1.3963964e-01   7.8683442e-01
   1.4114114e-01   7.8629139e-01
   1.4264264e-01   7.8569876e-01
   1.4414414e-01   7.8505826e-01
   1.4564565e-01   7.8437155e-01
   1.4714715e-01   7.8364026e-01
   1.4864865e-01   7.8286596e-01
   1.5015015e-01   7.8205017e-01
   1.5165165e-01   7.8119436e-01
   1.5315315e-01   7.8029996e-01
   1.5465465e-01   7.7936835e-01
   1.5615616e-01   7.7840086e-01
   1.5765766e-01   7.7739880e-01
   1.5915916e-01   7.7636342e-01
   1.6066066e-01   7.7529593e-01
   1.6216216e-01   7.7419752e-01
   1.6366366e-01   7.7306932e-01
   1.6516517e-01   7.7191244e-01
   1.6666667e-01   7.7072795e-01
   1.6816817e-01   7.6951688e-01
